Seconds,Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],
5.11667,416.462,1504.21,303.693,405.472,1357.26,332.567,410.031,1256.6,343.362,416.945,1171.99,347.908,390.656,1061.47,368.397,463.289,1569.26,269.159,495.159,1648.82,243.098,525.019,1821.76,206.798,498.923,1536.7,305.46,500.288,1526.23,443.794,535.272,1323.35,635.931,709.675,1184.26,518.113,759.17,1162.69,443.535,460.434,1524.65,229.483,366.512,1489.76,133.519,232.329,1249.27,74.6709,352.393,1050.54,24.0028,412.559,1013.45,82.9987,474.769,966.534,430.694,651.134,502.653,445.548,484.01,108.859,564.339,600.654,30.722,548.848,679.584,10.7156,538.486,395.074,959.253,270.926,493.813,519.111,63.4437,373.39,91.7877,66.367,435.898,31.9937,45.2958,484.114,19.6152,110.561,
5.13333,416.921,1520.46,311.509,407.046,1373.28,339.624,412.427,1272.7,350.765,420.223,1188.22,356.223,394.853,1077.71,377.872,464.034,1585.88,278.077,497.103,1665.03,252.26,529.982,1837.29,215.347,498.963,1553.86,314.956,502.868,1542.86,453.201,534.642,1333.52,638.865,700.806,1190.49,514.062,748.526,1169.17,438.266,462.054,1541.68,238.22,368.869,1505.33,142.081,237.158,1262.52,87.2964,364.466,1062.42,1.29501,426.566,1024.12,54.857,479.031,985.073,443.461,648.864,519.427,472.456,491.971,117.295,576.331,605.813,35.6908,558.111,684.003,13.3425,546.957,402.427,973.783,282.419,496.156,528.797,83.1101,385.533,98.8361,79.6786,445.025,34.9802,31.3809,491.772,20.0746,97.1845,
5.15,417.728,1534.14,320.158,407.962,1386.65,346.583,413.699,1286.06,357.547,422.146,1201.7,363.673,397.797,1091.19,386.469,465.447,1599.85,288.167,499.767,1678.62,262.843,535.674,1850.29,225.995,499.584,1567.8,325.215,505.998,1555.41,463.248,533.94,1340.09,642.577,693.085,1195.13,511.031,739.821,1175.05,434.291,463.903,1556.29,247.797,371.636,1518.51,151.324,242.265,1273.59,100.498,376.34,1073.58,25.2341,440.171,1034.91,28.677,482.369,1001.04,454.955,646.839,534.622,498.683,498.479,126.285,590.145,609.533,41.0277,571.46,686.999,16.167,560.568,408.208,985.611,293.116,501.565,537.819,100.013,397.16,106.293,99.4056,453.69,37.1029,9.99368,498.917,18.859,76.0187,
5.16667,418.789,1544.85,329.85,408.542,1397.02,354.171,414.404,1296.39,364.521,423.384,1212.09,370.849,400.202,1101.41,394.058,467.259,1610.77,299.46,502.546,1689.28,274.664,540.65,1860.53,238.047,500.591,1578.36,336.507,510.064,1564.11,474.184,533.277,1343.21,647.289,686.167,1198.11,508.669,732.725,1180.09,431.311,465.996,1567.92,258.448,374.998,1528.31,161.501,247.324,1281.83,114.082,388.212,1083.34,47.786,453.455,1044.89,4.57762,485.322,1013.39,464.593,645.582,547.216,523.835,503.815,134.5,605.584,612.577,45.8139,589.565,689.488,18.5727,580.604,413.432,994.984,302.041,509.837,545.893,113.506,409.571,113.544,125.201,463.123,38.3117,18.3211,506.633,16.3402,47.7222,
5.18333,420.476,1551.97,340.386,409.256,1403.9,362.752,414.987,1303.18,372.311,424.282,1218.91,378.496,402.209,1108,401.66,469.675,1617.93,311.298,505.468,1696.29,286.737,544.579,1867.29,250.012,502.392,1584.96,348.146,514.978,1568.86,485.371,532.766,1343.05,652.68,680.087,1199.19,506.918,726.507,1184.09,428.856,468.4,1575.68,269.677,378.654,1534.43,172.249,252.118,1286.74,128.184,400.079,1091.24,68.7653,466.475,1053.58,17.2886,488.098,1021.47,473.111,644.212,555.998,547.093,505.65,141.174,623.495,612.409,49.2166,613.626,688.83,19.7077,608.454,417.456,1001.34,310.216,519.353,552.572,123.817,419.765,121.104,155.955,469.272,39.493,51.8414,510.276,13.5218,14.3537,
5.2,422.958,1554.9,351.348,409.592,1406.79,372.146,414.743,1305.97,381.017,424.186,1221.71,387.104,403.664,1110.52,410.362,473.211,1620.47,323.177,509.471,1698.61,298.596,549.304,1869.36,261.537,505.308,1586.65,359.666,520.744,1568.85,496.387,532.343,1339.41,659.259,674.66,1198.74,505.626,720.864,1186.5,426.938,471.407,1578.67,281.015,382.335,1537.8,182.81,257.467,1288.55,142.977,412.142,1096.94,88.1819,479.065,1060.13,36.772,491.087,1025.8,482.125,642.931,560.946,567.913,504.201,146.015,643.419,608.865,51.1848,641.508,684.649,19.6556,640.961,420.651,1003.72,319.394,529.776,557.01,132.138,428.485,128.689,190.423,475.18,40.5539,90.4095,514.303,10.4616,24.8242,
5.21667,426.232,1553.91,362.722,410.174,1405.92,382.496,414.5,1305.02,390.825,423.939,1220.75,396.801,405.021,1109.29,420.138,477.565,1618.83,335.022,513.964,1696.83,310.202,553.618,1867.53,272.666,509.176,1584.07,371.06,526.585,1564.91,507.36,532.222,1332.62,666.463,669.893,1196.22,504.95,715.86,1186.72,425.745,474.946,1577.28,292.439,385.983,1537.99,193.492,263.018,1287.15,158.026,424.257,1100.28,105.805,491.598,1064.41,54.2747,494.271,1026.24,491.597,641.92,561.85,586.726,500.939,148.244,665.273,603.58,51.4047,671.446,678.651,18.4352,675.305,423.204,1002.52,329.373,539.844,558.688,139.807,436.245,135.722,226.309,481.064,41.9389,130.669,518.657,8.12555,66.0079,
5.23333,430.257,1549.41,374.459,411.799,1401.63,393.651,415.295,1300.66,401.547,424.585,1216.36,407.382,406.828,1104.78,431.046,482.231,1613.79,346.676,518.021,1691.94,321.449,555.803,1862.98,283.553,513.811,1578.05,382.015,532.291,1557.89,518.029,532.531,1323.19,673.655,666.172,1191.45,505.045,711.653,1184.53,425.295,478.587,1572.29,303.752,389.124,1534.86,204.538,268.507,1282.37,172.896,436.352,1101.08,121.848,504.104,1066.47,69.9998,497.934,1022.86,501.464,641.88,558.674,603.011,497.466,147.572,688.19,598.549,49.8352,701.635,673.023,16.1323,709.077,424.756,997.889,340.37,549.778,557.16,148.926,443.553,140.912,261.039,489.593,43.0691,170.164,527.473,6.59728,107.137,
5.25,434.741,1541.83,386.338,413.401,1394.45,405.626,415.83,1293.44,413.402,424.819,1209.11,419.253,408.183,1097.44,443.323,487.474,1605.41,358.145,522.647,1683.68,332.434,558.423,1855.07,294.169,518.97,1568.69,392.879,537.656,1548.1,528.8,533.188,1311.09,680.813,663.727,1184.37,506.043,708.713,1179.87,425.84,482.662,1563.77,315.055,392.196,1528.18,216.072,273.862,1274.26,187.427,448.19,1099.24,136.201,516.589,1066.38,84.0676,501.162,1016.63,512.553,641.513,552.042,617.274,492.79,144.526,711.762,593.164,47.4278,732.924,667.336,14.0498,743.974,425.665,990.407,352.732,558.256,552.525,159.85,449.563,143.111,292.82,499.326,43.4223,206.005,538.981,5.87599,144.723,
5.26667,439.089,1531.84,398.207,415.361,1384.88,417.944,416.934,1283.86,425.826,425.681,1199.52,431.815,409.882,1087.81,456.257,492.387,1594.78,369.657,526.62,1673.37,343.636,559.542,1845.31,305.281,523.819,1557.25,404.025,541.644,1536.75,540.077,534.688,1297.18,687.929,662.676,1175.06,508.068,706.955,1172.77,427.379,486.81,1552.81,326.503,395.069,1518.59,228.215,279.103,1263.33,201.811,459.515,1095,149.3,528.635,1064.09,96.9182,504.192,1007.89,524.72,641.693,542.506,629.693,488.524,139.377,735.245,589.342,44.2427,762.379,663.644,12.0239,775.751,427.139,980.603,365.822,565.554,544.703,172.542,454.957,141.156,320.978,508.262,42.193,235.445,549.474,5.32009,174.785,
5.28333,443.236,1520.04,410.693,417.231,1373.59,431.322,417.999,1272.57,439.375,426.516,1188.2,445.354,411.66,1076.37,469.784,496.991,1582.28,381.474,530.23,1661.15,355.011,560.223,1833.57,316.418,528.44,1544.03,415.523,544.75,1524.1,551.849,536.77,1282.01,695.478,662.988,1164.48,511.362,706.518,1163.6,430.238,490.556,1539.9,338.408,397.531,1506.79,240.949,284.33,1250.17,215.73,470.334,1088.64,161.376,540.004,1059.68,108.613,507.448,997.018,536.852,641.85,530.512,640.831,483.663,132.49,757.75,586.086,40.8288,790.29,660.933,10.7957,805.57,428.483,969.429,378.949,571.911,534.551,187.028,458.995,135.375,345.218,516.792,39.5451,259.037,560.171,5.14337,198.437,
5.3,447.158,1506.91,423.208,419.093,1360.96,444.627,419.118,1259.95,452.848,427.411,1175.57,458.859,413.341,1063.65,483.382,501.294,1568.55,393.407,533.566,1647.73,366.711,560.728,1820.67,328.315,532.765,1529.6,427.131,546.992,1510.6,563.822,539.463,1266.31,703.72,664.725,1153.23,516.195,707.106,1153.54,434.462,494.079,1525.78,350.399,399.741,1493.76,253.843,289.686,1235.71,229.279,480.578,1080.86,172.504,550.689,1053.89,119.269,510.413,984.855,549.248,641.783,516.885,650.487,477.545,124.977,779.131,582.657,37.5173,814.534,658.441,10.1112,830.129,429.679,956.827,392.32,577.204,522.424,202.438,461.441,126.274,366.082,523.551,35.6057,277.355,569.052,5.23558,216.158,
5.31667,450.552,1493.38,435.661,420.838,1347.89,458.028,420.373,1246.91,466.536,428.6,1162.52,472.61,415.38,1050.46,496.955,505.048,1554.49,405.449,536.431,1633.98,378.588,560.89,1807.33,340.255,536.434,1515.08,439.17,548.489,1496.85,576.174,542.998,1250.94,713.3,667.552,1142.71,522.469,708.69,1143.99,440.112,497.448,1511.26,362.588,401.862,1479.95,267.034,294.744,1220.7,242.157,490.002,1072.53,182.474,561.001,1047.14,129.642,513.425,972.232,562.047,641.53,502.474,659.097,470.361,117.134,798.129,579.053,34.245,833.716,656.065,9.78405,848.153,431.985,944.001,405.521,581.894,509.537,217.66,462.405,115.519,383.755,526.85,31.391,290.372,573.36,5.87446,227.736,
5.33333,453.575,1480.37,448.477,422.653,1335.26,471.62,421.898,1234.3,480.28,430.194,1149.91,486.326,417.967,1037.71,510.554,508.185,1541.12,417.743,538.619,1620.96,390.808,560.431,1794.75,352.917,539.683,1501.26,451.249,549.848,1483.82,588.509,547.1,1237.08,724.211,671.456,1134.03,530.407,711.049,1136.1,447.312,500.079,1497.54,374.982,403.721,1466.7,280.051,299.532,1206.36,254.169,498.607,1064.55,191.69,570.741,1040.44,139.807,517.262,960.125,574.511,640.849,488.268,667.137,461.901,109.891,815.205,574.606,31.0524,847.347,652.935,9.30143,858.704,434.513,931.577,418.731,586.076,497.038,232.38,462.701,104.164,398.344,527.989,27.4236,299.352,574.744,7.18717,234.993,
5.35,456.295,1468.94,461.261,424.677,1324.09,485.078,423.866,1223.14,493.912,432.346,1138.77,499.979,421.01,1026.47,524.152,510.882,1529.52,430.148,540.364,1609.73,403.299,559.575,1783.98,366.069,542.531,1489.36,463.533,551.317,1472.67,600.981,551.704,1225.78,736.442,676.279,1128,540.066,714.133,1130.9,456.189,502.528,1485.58,387.476,405.675,1454.88,293.007,303.891,1193.77,265.371,506.334,1057.96,200.438,579.624,1034.92,149.7,521.299,949.533,587.343,639.396,475.258,674.626,453.31,103.285,829.942,570.028,28.4875,857.023,649.522,9.5411,864.727,437.713,920.567,432.087,589.9,486.276,245.664,462.711,93.7391,409.532,527.834,24.348,305.154,574.391,9.13247,239.286,
5.36667,459.001,1460.19,474.14,426.905,1315.64,499.147,426.071,1214.73,508.344,434.643,1130.37,514.385,423.918,1017.91,538.106,513.537,1520.52,442.461,542.211,1600.98,415.453,559.195,1775.47,378.268,545.32,1480.3,476.01,553.004,1464.82,613.666,556.554,1218.48,750.076,681.614,1125.39,551.739,717.638,1128.88,467.083,505.083,1476.1,400.099,408.145,1444.98,305.851,307.48,1183.66,276.193,512.961,1053.59,209.094,587.364,1031.5,159.567,524.799,941.06,600.451,637.336,464.509,682.527,445.014,97.8016,842.693,565.121,26.3535,863.2,645.446,9.85177,866.835,440.759,912.645,445.339,592.74,478.568,258.254,462.912,85.0297,417.588,526.058,22.4643,307.819,571.558,11.7409,240.348,
5.38333,461.747,1454.81,486.948,429.274,1310.58,513.251,428.447,1209.71,522.971,437.126,1125.37,529.186,426.956,1012.83,552.778,516.237,1514.87,454.684,544.309,1595.49,427.538,559.598,1770.15,390.419,548.129,1474.67,488.464,555.064,1460.52,626.302,561.294,1215.74,765.408,687.09,1126.69,565.688,721.241,1130.81,480.287,507.716,1469.95,412.677,410.567,1438.34,318.812,310.149,1177.2,286.739,518.279,1052.31,217.985,593.765,1030.92,169.81,528.335,936.261,614.655,634.754,457.149,689.674,438.466,93.8973,852.874,560.892,24.4551,864.737,641.617,9.63348,863.55,444.024,907.899,459.68,595.003,474.825,269.484,463.663,79.2347,422.368,523.246,22.1102,307.748,567.007,14.8327,238.686,
5.4,464.968,1453.81,499.748,431.94,1309.99,527.55,430.865,1209.2,537.984,439.35,1124.86,544.527,429.118,1012.35,568.219,519.534,1513.46,466.843,547.365,1594.09,439.495,561.826,1768.8,402.252,551.43,1473.34,500.981,557.715,1460.69,638.997,565.544,1218.55,782.552,692.171,1132.27,582.139,724.273,1136.76,495.966,510.927,1468.01,425.284,413.436,1435.89,331.949,311.901,1175.48,297.582,522.035,1054.63,227.699,598.428,1033.53,180.843,530.498,935.608,629.88,631.9,454.49,698.752,433.841,91.1882,859.687,557.412,22.8789,863.57,638.193,9.22028,858.521,445.915,907.471,475.012,596.388,476.004,280.804,464.152,77.1982,424.271,520.501,23.6484,306.338,562.861,18.5308,236.217,
5.41667,468.481,1457.43,512.849,435.079,1313.99,542.156,433.66,1213.29,553.391,441.76,1128.96,560.414,430.9,1016.62,584.656,523.015,1516.68,479.196,550.738,1597.29,451.64,564.849,1772.01,414.366,555.011,1476.68,513.594,560.606,1465.7,651.782,569.075,1227.27,801.391,696.393,1142.13,600.931,726.217,1146.87,513.956,514.226,1470.75,438.092,416.484,1438.01,345.235,312.814,1178.68,309.125,524.243,1060.59,238.453,601.535,1039.73,192.984,531.916,939.401,646.32,629.496,456.482,707.706,432.552,90.7154,864.37,556.036,22.2251,860.914,636.596,8.84899,852.617,446.729,911.3,491.777,595.83,480.857,294.264,466.558,76.2348,423.434,519.08,25.3779,302.578,559.673,21.8319,231.323,
5.43333,471.804,1465.07,525.851,437.962,1322.14,557.073,436.221,1221.56,569.333,444.016,1137.25,576.975,432.897,1025.08,601.867,526.38,1523.71,491.203,554.377,1604.03,463.123,569.142,1778.55,425.142,558.413,1483.97,525.959,563.487,1474.81,664.3,571.846,1241.57,821.874,699.35,1156.14,621.652,726.532,1160.58,533.8,517.252,1477.29,450.726,419.286,1444.13,358.252,312.66,1186.12,321.3,525.117,1069.96,250.498,603.252,1049.24,206.426,533.91,947.737,663.377,626.732,463.204,719.163,433.571,91.9917,867.507,555.85,21.9697,857.728,636.011,7.917,847.029,447.903,919.328,509.345,592.623,487.713,311.133,469.371,75.6052,421.096,518.292,26.4044,298.063,557.174,23.7862,225.821,
5.45,474.524,1475.98,538.607,440.69,1333.41,571.467,438.868,1232.98,584.869,446.52,1148.75,593.418,435.04,1036.86,619.406,529.148,1534.2,503.34,557.56,1614.23,474.844,573.299,1788.48,436.019,561.124,1494.93,538.65,566.238,1487.24,677.079,574.026,1260.23,843.543,701.022,1173.28,643.656,724.993,1177.03,554.842,520.106,1487.32,463.426,422.097,1453.89,371.097,311.893,1197.37,334.321,524.959,1082.14,263.826,603.788,1061.39,221.025,535.652,959.797,681.916,624.499,473.815,731.195,438.327,95.8143,871.091,558.213,22.7718,855.494,637.708,6.92098,842.577,449.964,930.19,527.932,588.114,496.071,330.501,474.305,75.8572,417.582,520.473,27.1933,293.279,557.988,24.9095,220.306,
5.46667,476.578,1489.23,551.648,443.166,1346.92,586.026,441.454,1246.64,600.485,449.065,1162.49,609.836,437.242,1050.85,636.714,531.156,1547.15,515.817,560.057,1626.81,486.773,577.075,1800.65,446.681,563.109,1508.49,551.715,568.62,1502.23,690.201,575.839,1281.86,865.376,701.836,1192.05,666.12,722.393,1194.54,576.411,522.328,1499.89,476.469,424.5,1466.02,384.107,310.543,1211.04,348.028,523.96,1096.06,278.194,603.516,1075.43,236.699,537.371,973.961,700.214,624.146,487.247,745.823,445.874,102.053,876.055,562.424,24.6295,856.753,641.106,5.95073,842.685,452.241,943.457,546.095,582.595,505.064,352.852,481.384,77.2527,414.893,526.143,28.0436,290.289,562.891,25.504,216.936,
5.48333,477.632,1503.76,565.03,444.562,1361.61,600.395,443.046,1261.44,615.673,450.819,1177.39,625.755,439.216,1065.95,653.519,532.293,1561.39,528.869,562.004,1640.58,499.358,581.125,1813.92,458.038,564.101,1523.29,565.225,570.658,1517.86,703.7,577.692,1304.2,887.006,702.318,1210.93,688.48,719.754,1211.57,598.08,523.59,1513.98,489.917,426.13,1479.51,397.392,308.909,1225.86,362.36,522.45,1110.69,293.241,602.654,1090.17,252.956,539.364,989.874,717.961,624.585,502.793,762.578,455.465,110.278,882.768,567.472,27.3562,859.762,644.916,4.96241,844.314,454.796,957.851,563.842,579.199,515.462,375.857,488.931,82.5072,414.815,532.882,30.8794,290.904,569.325,26.9366,217.46,
5.5,477.26,1518.02,578.853,444.887,1375.85,614.768,443.901,1275.77,630.631,452.169,1191.83,641.276,441.311,1080.44,669.551,532.005,1575.58,542.706,562.502,1654.31,512.758,583.659,1827.05,469.984,563.59,1538.15,579.586,572.506,1532.95,717.938,579.775,1325.37,908.094,702.907,1228.55,710.337,717.782,1226.93,619.492,523.711,1528.14,504.031,427.613,1492.66,410.466,306.945,1240.38,377.319,520.577,1124.95,308.914,601.056,1104.59,269.099,541.661,1005.59,735.096,626.135,518.5,781.036,466.292,119.189,891.113,573.035,30.3262,865.415,648.936,3.79249,848.903,458.463,972.016,580.561,577.498,526.317,396.971,497.163,90.2304,419.115,542.089,33.9913,297.584,579.336,27.4071,224.735,
5.51667,476.219,1530.76,593.254,444.202,1388.48,629.047,443.637,1288.42,645.099,452.448,1204.59,656.111,442.734,1093.22,684.868,531.157,1588.24,557.27,562.601,1666.47,527.003,586.26,1838.61,483.125,562.476,1551.19,594.323,574.252,1545.48,732.442,582.055,1343.57,928.59,703.99,1243.86,731.527,716.595,1240.66,640.382,522.927,1541.04,518.613,428.279,1504.59,423.951,304.912,1253.38,392.697,518.63,1137.92,324.592,599.364,1117.67,285.244,543.83,1019.97,751.075,628.174,533.28,801.294,476.893,128.275,902.29,578.459,33.6538,876.169,652.795,2.99566,859.681,461.401,984.492,596.553,577.599,536.602,416.513,503.814,99.0054,429.95,550.451,36.3393,312.267,589.038,25.7544,240.597,
5.53333,474.58,1540.91,607.665,442.706,1398.44,642.8,442.483,1298.38,658.849,451.779,1214.63,670.136,442.995,1103.23,699.074,529.97,1598.43,572.436,562.407,1676.22,542.077,588.431,1847.75,497.156,560.731,1561.69,609.865,576.173,1554.94,747.574,584.544,1357.78,948.473,705.46,1256.5,751.585,716.429,1252.21,660.273,522.188,1551.52,533.641,429.059,1514.14,437.84,302.951,1264.05,408.59,516.7,1148.87,340.127,597.579,1129.1,300.829,544.27,1031.48,766.633,630.725,545.813,822.827,486.047,136.559,916.072,583.248,36.7924,892.628,656.292,2.35902,877.917,463.943,994.42,611.377,579.469,545.594,433.244,508.418,107.595,448.205,557.025,36.9697,335.952,597.259,21.3991,266.121,
5.55,472.823,1548.09,623.053,440.767,1405.4,657.107,440.72,1305.27,672.691,450.379,1221.53,683.743,442.534,1109.9,712.041,528.738,1605.63,588.693,562.077,1683.03,558.308,590.217,1854,512.565,558.912,1568.99,626.331,578.191,1560.82,763.479,587.265,1367.34,967.896,707.31,1266.21,770.4,717.394,1261.7,678.996,521.249,1559.15,549.626,430.16,1520.3,452.458,301.143,1271.55,424.499,515.095,1157.27,355.15,596.191,1138.78,315.676,544.042,1039.04,780.192,634.028,555.081,844.929,493.56,143.027,932.078,587.927,39.2766,915.291,660.269,1.92362,904.85,465.559,1001.74,624.053,583.531,553.068,447.147,511.529,115.713,472.681,560.769,36.7693,366.406,601.869,15.8656,298.498,
5.56667,471.431,1551.52,638.703,439.192,1408.72,672.164,439.258,1308.52,687.31,449.119,1224.75,697.842,441.927,1112.72,724.751,527.798,1608.99,604.978,561.702,1685.97,574.183,591.098,1856.29,526.813,557.449,1572.52,642.977,580.071,1562.97,779.522,589.518,1372.18,986.44,709.693,1272.75,788.161,719.176,1268.38,696.686,520.658,1562.75,565.84,430.989,1523.69,467.446,299.975,1275.88,440.487,514.08,1162.82,369.628,595.304,1146.12,329.625,543.381,1041.8,792.916,637.302,559.898,866.748,497.777,146.867,950.734,590.398,40.4602,943.668,662.324,1.13933,939.409,466.69,1005.95,635.553,588.386,558.364,458.415,511.784,123.252,502.287,561.438,36.1355,402.807,603.236,9.8509,337.235,
5.58333,470.673,1551.35,655.243,438.15,1408.37,687.618,438.212,1308.04,701.892,448.201,1224.18,711.603,441.649,1111.8,737.14,527.27,1608.85,621.953,561.336,1685.65,590.88,591.18,1855.66,542.686,556.724,1572.17,659.745,582.051,1561.01,795.693,591.223,1371.9,1004.16,712.712,1275.94,804.971,721.728,1272.12,713.425,519.982,1563.04,582.507,431.73,1524.27,482.727,299.45,1277.08,456.187,513.629,1165.45,383.32,594.796,1150.96,342.348,543.565,1040.64,804.361,640.362,560.84,887.591,500.595,147.662,970.445,592.323,40.2566,971.48,663.973,0.214706,972.24,467.032,1006.33,646.577,593.391,560.633,467.945,510.729,129.514,534.414,559.412,35.6839,440.728,600.841,4.88422,376.911,
5.6,470.518,1547.68,672.205,437.524,1404.63,703.777,437.489,1304.18,717.212,447.522,1220.23,725.993,441.583,1107.45,749.888,527.337,1605.1,639.167,561.35,1681.75,607.662,591.065,1851.49,558.427,556.644,1568.18,676.767,583.707,1555.83,812.277,592.368,1366.94,1020.97,716.353,1275.67,821.115,725.035,1272.67,729.506,519.819,1559.62,599.503,432.17,1521.48,498.95,299.33,1274.69,471.515,513.76,1165.31,396.026,594.958,1153.17,354.361,544.028,1035.77,815.74,642.968,557.786,906.551,502.06,145.279,990.805,594.512,38.8197,999.178,666.408,0.46294,1004.23,467.312,1003.57,657.6,597.731,559.734,477.268,507.875,134.414,567.51,556.552,35.618,479.074,598.02,1.42508,417.035,
5.61667,471.02,1541.05,689.74,437.713,1397.93,720.66,437.566,1297.37,733.216,447.563,1213.31,740.991,442.032,1100.2,763.362,527.781,1598.47,656.583,561.286,1675.12,624.542,589.92,1844.79,574.443,557.263,1561.18,693.719,585.018,1547.92,829.003,592.867,1358,1036.78,720.475,1272.35,836.724,728.773,1269.87,745.063,519.765,1553.27,616.71,432.512,1515.73,515.589,299.673,1269.13,486.517,514.42,1162.63,407.861,595.474,1152.68,365.345,545.192,1027.74,827.21,645.365,551.048,923.291,502.747,139.789,1010.71,597.752,36.1892,1024.56,670.549,0.900181,1032.47,467.124,997.776,669.294,601.065,555.721,487.181,504.687,137.056,599.192,554.458,35.671,514.368,596.404,0.181221,453.6,
5.63333,471.623,1532.09,707.327,438.218,1388.86,737.648,438.126,1288.21,749.427,448.216,1204.08,756.301,443.154,1090.67,777.22,528.271,1589.63,674.2,561.029,1666.44,641.776,587.902,1836.21,591.044,557.917,1552.05,711.007,585.635,1538.17,846.237,593.237,1345.89,1051.84,724.782,1266.09,851.918,732.587,1264.18,760.2,520.046,1544.61,634.134,432.982,1507.52,532.684,300.567,1260.99,501.203,515.361,1157.58,418.654,596.265,1149.73,375.417,546.874,1017.63,839.48,647.639,541.478,937.611,502.664,131.953,1029.19,601.996,33.1481,1047.13,676.292,0.366398,1056.85,468.057,989.675,681.568,603.569,548.69,498.032,501.599,136.405,627.411,553.856,35.0172,544.1,596.95,0.468533,483.923,
5.65,472.682,1521.32,724.932,439.235,1378.01,754.824,439.156,1277.28,765.923,449.26,1193.1,771.995,444.451,1079.47,791.752,529.09,1579.01,691.651,560.898,1656.07,658.87,585.573,1826.06,607.768,559.042,1541.1,728.028,586.04,1526.85,863.364,593.53,1331.69,1066.24,729.052,1257.77,866.713,736.213,1256.08,774.939,520.551,1534.1,651.421,433.181,1497.51,550.054,302.063,1250.71,515.395,516.581,1150.43,428.389,597.166,1144.39,384.273,548.718,1005.78,852.322,649.835,529.608,949.961,500.777,122.511,1045.72,605.505,29.8365,1065.58,681.612,0.809603,1075.72,468.632,979.595,694.746,605.646,539.452,510.307,498.49,132.476,651.741,553.997,33.5456,567.581,598.577,0.374077,507.167,
5.66667,473.75,1509.48,742.177,440.154,1366.18,771.947,440.097,1265.39,782.529,450.248,1181.16,787.866,445.823,1067.3,806.342,530.002,1567.22,708.729,560.907,1644.5,675.609,583.396,1814.68,624.112,560.167,1529.06,744.865,585.955,1514.85,880.441,594.222,1316.53,1080.2,733.089,1247.77,881.121,739.456,1246.84,789.278,521.264,1522.31,668.445,433.573,1486.03,567.242,304.039,1238.89,529.183,517.848,1141.79,436.991,598.073,1137,392.071,550.595,993.074,865.358,652,516.461,960.54,496.912,112.502,1059.94,607.466,26.9245,1080.08,685.379,2.96365,1089.72,469.672,968.75,707.91,607.049,528.595,523.772,495.283,125.467,672.472,553.403,31.1046,584.9,598.937,1.73257,523.244,
