Seconds,RightHand_rx - Head_ry Distance [mm],RightHand_rx - HeadEE Distance [mm],RightForeArm_rx - Head_ry Distance [mm],RightForeArm_rx - HeadEE Distance [mm],RightHand_rx - RightArm_tx Distance [mm],RightHand_rx - floor Distance [mm],RightLeg_rx - floor Distance [mm],RightUpLeg_tx - floor Distance [mm],LeftHand_rx - Head_ry Distance [mm],LeftHand_rx - HeadEE Distance [mm],LeftForeArm_rx - Head_ry Distance [mm],LeftForeArm_rx - HeadEE Distance [mm],LeftHand_rx - LeftArm_tx Distance [mm],LeftHand_rx - floor Distance [mm],LeftLeg_rx - floor Distance [mm],LeftUpLeg_tx - floor Distance [mm],LeftHand_rx - RightHand_rx Distance [mm],
3.05,725.243,886.518,499.124,653.759,518.863,974.89,446.52,925.985,687.136,855.381,493.861,655.439,514.166,963.424,494.318,918.291,596.124,
3.06667,730.248,889.824,499.807,652.935,521.29,982.385,451.446,929.726,689.517,856.482,497.428,657.841,512.012,972.284,494.097,922.978,634.753,
3.08333,735.143,893.099,500.916,652.764,523.312,991.502,458.133,934.271,691.589,856.809,501.192,660.07,509.096,983.624,494.228,928.566,673.802,
3.1,739.787,896.073,502.125,652.856,525.166,1002.04,466.229,939.28,693.114,856.188,504.772,661.968,505.689,997.219,494.905,934.605,713.02,
3.11667,744.129,898.854,503.393,653.226,526.894,1013.81,475.472,944.905,694.112,854.434,507.992,663.251,502.044,1012.58,495.624,940.825,753.031,
3.13333,748.104,901.223,504.653,653.588,528.433,1026.68,484.985,950.124,695.422,852.589,510.755,664.002,498.875,1029.62,496.139,946.573,793.736,
3.15,751.549,903.136,505.778,653.919,529.797,1040.69,494.256,954.99,695.988,849.404,513.133,664.107,495.593,1048.59,496.704,952.16,834.698,
3.16667,754.282,904.289,506.753,654.023,530.781,1055.56,502.892,959.117,695.371,844.489,514.862,663.423,492.481,1068.98,497.045,956.723,875.445,
3.18333,756.42,904.692,507.565,653.787,531.485,1070.98,510.585,962.461,694.03,838.398,515.996,662.162,489.792,1090.28,496.798,960.024,915.918,
3.2,757.983,904.363,508.146,653.135,531.944,1086.65,516.799,964.61,691.792,831.042,516.533,660.302,487.573,1111.96,495.833,961.927,955.233,
3.21667,759.023,903.41,508.456,652.084,532.238,1102.29,521.326,965.408,688.8,822.582,516.529,657.865,485.785,1133.81,494.334,962.743,992.889,
3.23333,759.588,901.884,508.463,650.631,532.443,1117.38,524.515,965.261,685.071,813.203,516.107,655.074,484.166,1155.52,492.2,962.318,1027.97,
3.25,759.826,899.945,508.303,648.922,532.571,1131.64,526.266,963.411,680.879,803.265,515.389,652.077,482.663,1176.6,489.528,960.687,1060.44,
3.26667,759.848,897.774,508.022,647.093,532.701,1144.52,527.447,960.65,676.407,793.101,514.415,648.986,481.36,1197.17,486.561,958.196,1089.78,
3.28333,759.844,895.776,507.82,645.513,532.818,1156.29,527.72,956.719,671.082,782.046,513.225,645.758,479.821,1216.15,483.301,954.896,1115.31,
3.3,759.797,893.708,507.637,643.955,532.94,1166.26,527.712,952.07,666.026,771.666,511.999,642.705,478.417,1233.17,479.954,950.993,1137.6,
3.31667,759.818,891.599,507.582,642.458,533.092,1174.38,526.121,946.471,661.302,762.221,510.851,639.981,477.047,1247.81,476.084,946.269,1156.96,
3.33333,759.954,889.938,507.698,641.387,533.198,1181.03,524.56,939.984,656.547,752.908,509.712,637.179,475.551,1259.65,472.34,941.217,1173.23,
3.35,759.992,888.168,507.741,640.245,533.218,1185.87,522.78,933.619,653.048,745.688,508.691,634.712,474.678,1268.15,468.372,935.6,1186.84,
3.36667,760.086,886.762,507.86,639.407,533.219,1188.87,520.777,926.881,650.39,739.839,507.692,632.274,474.307,1273.55,464.415,930.052,1197.87,
3.38333,760.021,885.235,507.845,638.444,533.219,1190.34,518.915,920.553,649.273,736.481,506.962,630.419,474.552,1276.05,460.29,924.483,1206.82,
3.4,760.04,884.292,507.914,637.938,533.217,1190.32,517.267,914.829,648.556,733.891,506.225,628.763,475.082,1276.08,456.952,919.243,1213.27,
3.41667,760.038,883.507,507.959,637.54,533.172,1188.87,515.723,909.939,648.654,732.935,505.714,627.826,475.866,1273.92,454.014,914.676,1217.52,
3.43333,760.048,883.005,508.01,637.348,533.098,1186.16,513.747,905.522,648.447,732.337,505.476,627.604,476.089,1269.78,451.194,910.389,1218.92,
3.45,760.066,882.73,508.075,637.356,532.967,1182.45,512.3,901.685,647.906,732.199,505.529,628.196,475.748,1263.8,448.687,906.403,1217.31,
3.46667,760.004,882.703,508.07,637.561,532.773,1177.61,511.114,898.689,647.289,732.576,505.84,629.33,474.966,1256.39,446.87,903.283,1212.96,
3.48333,759.938,882.963,508.069,637.985,532.543,1171.84,510.188,896.495,646.497,733.271,506.366,630.932,473.77,1247.99,445.308,900.792,1206.15,
3.5,759.891,883.65,508.088,638.711,532.296,1165.16,509.732,895.516,646.064,734.805,506.945,632.829,472.799,1238.73,444.587,899.456,1196.87,
3.51667,759.806,884.61,508.06,639.56,532.058,1157.44,509.561,895.389,646.594,737.7,507.603,634.913,472.374,1228.37,444.475,898.884,1185.81,
3.53333,759.833,886.209,508.139,640.842,531.881,1149.24,510.448,896.88,648.156,741.812,508.332,637.225,472.591,1217.46,445.518,899.633,1172.84,
3.55,759.701,888.039,508.058,642.162,531.769,1140.64,511.875,899.404,650.58,746.738,509.119,639.511,473.228,1205.88,447.258,901.058,1158.3,
3.56667,759.425,889.921,507.871,643.438,531.779,1131.55,513.406,903.318,654.622,753.705,509.97,642.005,474.877,1193.35,449.785,903.496,1141.86,
3.58333,758.807,891.527,507.39,644.412,531.845,1122.34,514.81,908.952,660.989,763.579,511.027,644.776,477.701,1179.57,453.184,907.159,1123.52,
3.6,757.771,892.959,506.641,645.328,531.891,1113.33,516.739,915.415,668.598,774.814,512.12,647.421,481.252,1164.47,457.103,911.831,1102.91,
3.61667,756.197,893.665,505.627,645.92,531.796,1104.8,518.487,923.35,677.419,787.97,513.629,650.833,484.975,1148.56,461.623,917.349,1079.32,
3.63333,754.101,893.663,504.393,646.159,531.59,1096.83,519.429,931.894,687.449,802.915,515.347,654.588,489.141,1131.57,466.17,923.033,1053.42,
3.65,751.402,893.034,502.99,646.211,531.133,1089.49,519.309,940.786,698.022,818.663,517.052,658.367,493.537,1114.09,470.887,929.298,1024.88,
3.66667,747.833,891.403,501.508,646.023,530.289,1082.56,519.492,949.099,708.163,834.035,518.65,662.096,497.693,1096.27,475.344,935.318,993.846,
3.68333,743.455,888.816,500.258,645.759,528.865,1076.32,520.665,957.512,717.834,849.22,519.958,665.697,501.91,1078.81,479.936,941.548,959.174,
3.7,737.902,885.132,499.278,645.438,526.778,1070.7,521.46,965.169,726.631,863.618,520.984,669.066,506.05,1062.35,483.954,947.63,920.789,
3.71667,730.794,879.968,498.728,645.228,523.676,1065.81,523.757,972.027,733.631,875.818,521.423,671.742,509.961,1047.69,488.187,953.435,878.626,
3.73333,722.192,873.227,498.236,644.768,519.926,1061.64,526.569,978.415,738.915,886.094,521.281,673.953,513.573,1035.06,491.711,958.407,833.169,
3.75,712.095,865.089,497.415,644.116,515.698,1058.65,529.581,983.826,742.484,894.159,520.563,675.503,516.849,1024.47,494.542,962.749,785.391,
3.76667,700.781,855.562,496.153,643.137,511.116,1056.72,532.704,988.597,744.206,899.936,519.301,676.458,519.539,1015.69,496.69,966.299,736.091,
3.78333,688.78,845.235,494.363,641.928,506.47,1055.98,535.405,992.381,744.388,903.7,517.562,676.839,521.625,1008.29,498.263,968.995,686.687,
3.8,676.463,834.585,492.078,640.651,501.956,1056.47,537.466,994.916,743.379,905.783,515.645,676.8,523.023,1002.04,499.413,970.916,638.18,
3.81667,663.788,823.444,489.636,639.464,497.127,1058.11,538.78,996.001,741.261,906.353,513.595,676.415,523.812,996.581,500.045,971.699,591.61,
3.83333,650.794,811.865,487.253,638.491,491.803,1060.34,538.785,995.19,738.332,905.72,511.347,675.586,524.271,991.283,499.815,970.995,548.059,
3.85,637.694,799.901,485.048,637.709,486.116,1063,537.722,993.038,734.711,904.026,508.938,674.399,524.424,986.356,499.124,969.552,508.398,
3.86667,625.074,788.284,483.186,637.233,480.273,1065.59,535.426,989.036,730.837,901.786,506.518,672.98,524.44,981.395,497.799,966.821,473.56,
3.88333,613.335,777.326,481.56,636.839,474.803,1067.15,532.028,983.193,726.614,898.958,503.913,671.241,524.416,976.246,495.732,962.828,443.984,
3.9,603.097,767.855,480.22,636.632,470.017,1067.31,527.647,975.777,722.671,896.167,501.274,669.309,524.488,970.325,492.969,957.423,419.724,
3.91667,594.679,760.156,478.981,636.39,466.412,1065.45,522.627,967.134,719.067,893.475,498.747,667.338,524.624,963.747,489.669,951.012,400.247,
3.93333,588.688,754.906,477.957,636.259,464.147,1061.21,517.468,957.641,716.199,891.288,496.677,665.633,524.77,956.504,486.108,944.071,385.055,
3.95,585.073,751.904,476.994,635.923,463.369,1054.07,512.18,947.477,713.985,889.586,494.838,664.107,525.13,948.604,482.297,936.451,373.773,
3.96667,584.336,751.751,476.156,635.506,464.229,1044.12,507.333,936.98,712.871,888.812,493.542,663.026,525.679,940.294,478.636,928.58,366.488,
3.98333,586.407,754.322,475.6,635.064,466.436,1031.52,503.118,926.601,712.745,888.912,492.632,662.31,526.421,931.799,475.158,920.521,363.07,
4,590.868,759.118,475.281,634.621,469.69,1016.79,499.498,916.434,713.675,889.917,492.198,662.013,527.329,923.218,472.293,913.117,364.01,
4.01667,597.729,766.152,475.399,634.316,473.758,1000.63,496.447,906.897,715.596,891.832,492.255,662.173,528.33,915.218,470.053,906.2,369.694,
4.03333,606.266,774.704,475.676,634.058,478.48,983.329,493.214,897.432,718.188,894.282,492.806,662.672,529.223,907.325,467.855,899.088,380.551,
4.05,616.727,784.973,476.224,634.009,483.891,965.976,490.009,889.068,721.51,897.349,494.037,663.719,530.001,900.423,466.687,892.934,396.138,
4.06667,627.89,795.717,476.848,634.047,489.49,949.079,486.549,881.306,725.105,900.564,495.774,665.107,530.575,894.732,466.031,887.476,416.06,
4.08333,639.654,806.903,477.704,634.368,495.069,933.224,482.67,874.176,729.019,903.971,497.927,666.744,531.015,890.597,465.638,882.886,439.699,
4.1,651.4,817.978,478.658,634.97,500.53,918.903,478.551,868.296,732.925,907.176,500.301,668.363,531.293,888.032,465.448,879.426,466.111,
4.11667,663.401,829.194,479.948,635.987,505.792,906.613,474.665,863.843,736.821,910.229,502.529,669.733,531.583,887.643,465.364,877.301,494.901,
4.13333,675.646,840.756,481.862,637.862,510.574,896.745,471.104,861.107,740.602,912.906,504.522,670.634,531.869,889.302,465.18,876.68,525.228,
4.15,687.656,852.077,484.081,640.164,515.005,890.02,468.591,860.397,744.25,915.195,506.151,671.033,532.228,893.229,465.8,878.298,557.231,
4.16667,699.138,862.719,486.484,642.61,518.994,886.747,467.38,861.343,747.552,916.966,507.416,670.988,532.594,899.234,466.656,881.155,591.017,
4.18333,709.774,872.4,488.969,645.145,522.509,887.615,466.626,864.028,750.517,918.14,508.423,670.507,532.929,907.379,467.744,885.588,626.834,
4.2,719.229,880.658,491.827,647.84,525.113,892.998,470.14,868.307,753.002,918.647,509.311,669.73,533.14,917.321,468.865,891.136,664.424,
4.21667,727.032,887.088,494.729,650.438,526.918,903.07,472.98,873.957,755.089,918.48,510.209,668.661,533.217,928.941,469.862,898.059,703.603,
4.23333,733.234,891.503,497.687,652.738,527.907,917.486,477.557,880.926,756.831,917.803,511.072,667.4,533.219,942.32,472.065,906.117,745.015,
4.25,738.65,894.865,500.626,654.757,528.518,936.522,483.097,888.947,758.89,917.019,512.182,666.093,533.221,956.9,474.558,914.723,789.526,
4.26667,742.552,896.207,503.323,656.089,528.489,959.647,488.684,896.888,761.06,915.995,513.45,664.762,533.22,972.59,478.703,923.067,837.303,
4.28333,745.691,896.309,505.899,656.917,528.129,987.022,493.558,905.486,763.436,914.829,514.952,663.504,533.219,989.98,483.203,931.241,887.293,
4.3,747.861,894.826,508.165,657.021,527.439,1018.18,497.683,914.109,765.855,913.45,516.563,662.256,533.219,1009.17,487.681,939.075,938.787,
4.31667,748.97,891.549,509.939,656.247,526.518,1052.9,501.237,922.742,768.103,911.781,518.12,660.991,533.218,1030.42,491.732,946.687,990.625,
4.33333,749.131,886.683,511.358,654.833,525.334,1090.3,503.529,931.028,769.86,909.539,519.423,659.491,533.171,1053.52,495.348,953.651,1041.35,
4.35,748.247,879.979,512.287,652.577,524.099,1129.59,505.435,939.268,770.999,906.868,520.343,657.86,533.077,1078.82,498.475,960.748,1089.8,
4.36667,746.906,872.37,513.014,649.948,522.918,1169.93,507.132,947.148,771.46,903.437,520.85,655.857,532.87,1105.95,501.403,967.921,1135.63,
4.38333,744.646,863.134,513.301,646.607,521.722,1210.7,508.679,954.404,771.198,899.51,520.981,653.84,532.498,1134.81,503.948,974.752,1178.1,
4.4,741.3,852.344,513.15,642.729,520.441,1251.29,508.638,960.362,769.964,894.376,520.666,651.472,531.816,1164.92,505.663,980.644,1217.57,
4.41667,736.89,839.951,512.55,638.161,518.984,1291.23,508.146,964.673,767.771,888.098,520.071,649.098,530.705,1196.41,506.715,985.303,1253.41,
4.43333,730.723,824.88,511.165,632.244,517.289,1330.04,505.908,967.109,764.498,880.622,519.311,646.991,529.001,1229.55,506.178,987.89,1285.26,
4.45,722.958,807.671,509.062,625.336,515.273,1367.41,502.574,967.563,759.786,871.276,518.399,645.057,526.513,1264.4,504.376,988.413,1311.99,
4.46667,713.673,788.341,506.303,617.382,512.873,1402.9,498.425,966.331,753.432,860.012,517.461,643.558,523.109,1300.64,501.38,987.049,1332.59,
4.48333,703.149,767.509,503.113,608.765,510.036,1436.05,493.716,963.273,745.863,847.468,516.499,642.197,519.182,1336.8,497.358,983.902,1346.19,
4.5,691.605,745.772,499.887,600.196,506.49,1466.32,488.81,959.134,737.665,834.302,515.5,640.559,515.306,1371.15,492.856,979.568,1353.01,
4.51667,679.83,724.566,496.865,592.204,502.582,1493.1,484.247,953.964,729.479,821.217,514.299,638.24,511.922,1402.36,488.416,974.405,1353.99,
4.53333,667.305,702.67,493.686,583.908,498.451,1516.18,479.961,947.957,722.48,809.853,513.359,635.978,509.353,1429.71,482.803,967.583,1350.86,
4.55,655.486,683.062,491.057,577.045,494.136,1535.08,477.013,941.909,716.325,799.404,512.269,633.123,507.567,1453.13,478.356,960.932,1344.61,
4.56667,644.5,665.685,488.714,571.159,489.896,1549.84,475.518,935.922,711.464,790.542,511.164,630.013,506.745,1472.52,474.605,954.344,1336.9,
4.58333,634.002,649.631,486.264,565.569,485.919,1560.55,475.174,930.306,708.34,784.222,510.195,627.176,506.608,1488.09,472.085,948.437,1328.77,
4.6,624.96,636.531,484.258,561.33,482.205,1567.12,476.555,926.288,706.718,780.321,509.68,625.195,506.995,1500.17,471.69,943.305,1321.36,
4.61667,618.105,627.262,482.841,558.595,479.135,1569.83,477.965,922.976,705.96,777.736,509.221,623.401,507.507,1509.21,471.736,939.006,1315.59,
4.63333,614.035,622.827,482.651,558.363,476.288,1569.11,480.384,922.399,705.851,776.542,509.098,622.427,508.005,1515.44,474.052,936.819,1312.17,
4.65,612.464,622.353,483.348,559.936,474.001,1565.43,482.884,924.085,706.436,776.982,509.407,622.546,508.255,1519.13,477.803,936.947,1311.12,
4.66667,613.327,625.519,484.739,562.94,472.514,1559.12,485.69,928.024,707.436,778.897,510.305,624.122,507.949,1520.61,482.579,938.786,1312.06,
4.68333,616.238,631.601,486.655,567.029,471.837,1550.25,488.342,933.949,708.855,782.199,511.452,626.654,507.395,1519.7,487.629,942.906,1314.4,
4.7,621.423,641.369,489.285,572.678,471.933,1538.85,491.135,940.995,710.168,785.863,512.596,629.558,506.523,1516.3,492.983,948.126,1317.32,
4.71667,628.047,653.106,492.134,578.802,472.481,1524.65,493.617,948.622,711.455,789.985,513.68,632.76,505.404,1510.25,497.929,954.121,1319.87,
4.73333,635.231,665.774,494.957,585.076,473.38,1507.49,495.866,955.904,712.599,794.273,514.631,636.072,504.157,1501.57,502.128,959.772,1320.9,
4.75,642.496,678.783,497.568,591.167,474.579,1486.89,497.607,962.123,713.404,798.408,515.373,639.358,502.826,1490.25,505.024,964.436,1319.59,
4.76667,649.874,692.331,500.051,597.24,475.811,1462.56,498.869,966.878,713.398,801.771,515.991,642.702,501.105,1476.25,506.631,967.63,1315.22,
4.78333,657.109,706.196,502.427,603.38,476.956,1434.28,499.341,969.627,712.075,803.595,516.36,645.802,498.875,1459.68,506.651,969.029,1307.09,
4.8,664.085,720.314,504.676,609.527,477.842,1402.36,498.955,970.066,709.725,804.263,516.62,648.737,496.202,1440.27,504.929,967.908,1294.97,
4.81667,670.398,733.922,506.655,615.353,478.417,1367.22,497.909,968.098,706.705,804.265,516.909,651.589,493.165,1417.96,501.256,964.081,1278.88,
4.83333,676.218,747.511,508.535,621.309,478.598,1329.23,495.892,963.513,703.19,803.282,517.022,653.678,490.133,1392.69,495.804,958.056,1259.28,
4.85,681.473,760.674,510.151,626.961,478.609,1289.18,493.367,956.147,699.503,801.934,517.003,655.211,487.254,1365.31,488.642,949.46,1236.78,
4.86667,685.325,772.174,511.476,632.13,478.011,1248.53,490.481,946.366,695.65,800.377,516.922,656.33,484.403,1336.47,479.837,938.527,1211.4,
4.88333,688.137,782.511,512.622,637.094,476.926,1208.29,487.364,934.661,691.212,798.049,516.929,657.094,480.972,1306.91,470.066,925.701,1183.64,
4.9,690.142,791.633,513.55,641.484,475.774,1169.39,484.247,921.621,686.144,795.383,516.987,657.712,476.999,1277.52,459.547,911.743,1153.82,
4.91667,691.558,799.657,514.232,645.299,474.663,1132.95,480.673,908.347,679.972,791.885,517.042,658.181,472.117,1249.23,448.951,897.708,1122.23,
4.93333,692.215,806.2,514.733,648.503,473.604,1099.81,476.706,895.725,672.219,787.02,517.026,658.441,466.169,1223.39,438.696,884.539,1089.32,
4.95,693.013,812.593,514.645,650.678,473.348,1070.88,473.292,884.806,663.498,781.682,517.049,658.623,459.398,1200.74,430.104,873.476,1054.94,
4.96667,693.024,817.415,514.19,651.93,473.106,1047.23,471.46,876.709,653.409,775.308,516.849,658.543,451.67,1182.37,423.43,865.393,1019.36,
4.98333,691.958,820.433,513.408,652.35,472.854,1029.25,470.74,872.019,642.036,767.808,516.651,658.303,443.183,1168.61,419.499,861.083,982.546,
5,690.312,822.533,512.281,652.268,472.796,1017.18,471.853,871.458,629.943,759.679,516.477,657.944,434.517,1159.59,419.554,861.227,944.117,
5.01667,688.597,824.293,511.103,652.042,472.874,1010.61,474.293,875.186,618.271,752.065,516.322,657.646,426.056,1154.93,422.044,865.998,904.705,
5.03333,687.081,826.224,510.147,652.166,472.818,1009.23,478.338,883.301,608.504,746.421,516.045,657.414,419.012,1154.41,428.335,875.618,864.367,
5.05,685.186,827.603,509.576,652.937,472.202,1012.24,484.161,895.168,600.013,741.678,515.565,657.232,413.393,1157.29,438.69,889.691,823.455,
5.06667,682.288,827.617,508.653,653.406,471.469,1018.76,491.772,909.774,593.255,738.319,514.874,657.279,409.682,1162.64,452.239,907.125,782.398,
5.08333,678.979,827.064,508.013,654.255,470.161,1027.92,499.652,926.086,587.781,735.748,513.976,657.364,407.703,1169.46,467.959,926.258,741.522,
5.1,675.033,825.613,507.523,655.332,468.611,1038.74,509.284,942.903,583.912,734.249,512.906,657.545,407.296,1176.99,485.205,946.747,701.49,
5.11667,670.569,823.316,507.041,656.411,466.821,1050.54,519.111,959.253,580.924,733.096,511.725,657.784,407.816,1184.26,502.653,966.534,662.887,
5.13333,666.117,820.754,506.75,657.649,464.763,1062.42,528.797,973.783,578.984,732.641,510.657,658.16,408.714,1190.49,519.427,985.073,626.463,
5.15,661.636,817.904,506.668,659.106,462.468,1073.58,537.819,985.611,576.827,731.611,509.872,658.673,408.76,1195.13,534.622,1001.04,592.537,
5.16667,657.05,814.531,506.895,660.529,459.466,1083.34,545.893,994.984,574.215,730.209,509.471,659.66,407.626,1198.11,547.216,1013.39,560.682,
5.18333,651.692,809.922,507.005,661.366,455.616,1091.24,552.572,1001.34,571.031,728.498,509.354,661.142,405.441,1199.19,555.998,1021.47,531.07,
5.2,644.789,803.434,505.833,660.73,451.889,1096.94,557.01,1003.72,565.695,724.584,509.532,662.813,400.938,1198.74,560.946,1025.8,503.528,
5.21667,636.946,795.766,503.958,659.114,448.048,1100.28,558.688,1002.52,559.33,719.808,509.81,664.574,395.564,1196.22,561.85,1026.24,478.392,
5.23333,628.988,787.975,502.068,657.183,444.114,1101.08,557.16,997.889,553.303,715.672,510.133,666.402,390.344,1191.45,558.674,1022.86,455.878,
5.25,620.982,779.985,500.55,655.524,439.892,1099.24,552.525,990.407,547.138,711.212,510.201,667.866,385.637,1184.37,552.042,1016.63,436.446,
5.26667,613.826,772.851,499.506,654.25,435.679,1095,544.703,980.603,542.085,707.802,510.019,668.938,382.743,1175.06,542.506,1007.89,419.999,
5.28333,607.322,766.177,498.763,653.148,431.833,1088.64,534.551,969.429,537.356,704.447,509.613,669.666,380.725,1164.48,530.512,997.018,406.639,
5.3,601.559,760.275,498.122,652.259,428.531,1080.86,522.424,956.827,532.993,701.131,509.011,669.842,379.263,1153.23,516.885,984.855,396.575,
5.31667,596.527,754.887,497.819,651.604,425.339,1072.53,509.537,944.001,528.432,697.351,508.719,670.114,377.454,1142.71,502.474,972.232,389.931,
5.33333,592.312,750.341,497.718,651.175,422.533,1064.55,497.038,931.577,523.673,693.103,508.519,670.106,374.856,1134.03,488.268,960.125,386.565,
5.35,588.871,746.58,497.97,651.054,419.818,1057.96,486.276,920.567,518.889,688.628,508.462,669.947,371.647,1128,475.258,949.533,386.179,
5.36667,585.728,742.879,498.646,651.166,416.581,1053.59,478.568,912.645,513.997,683.873,508.412,669.689,368.224,1125.39,464.509,941.06,388.594,
5.38333,582.781,739.415,499.618,651.582,413.261,1052.31,474.825,907.899,509.164,678.983,508.578,669.317,364.071,1126.69,457.149,936.261,393.607,
5.4,580.101,736.264,500.821,652.263,409.898,1054.63,476.004,907.471,504.577,674.179,508.973,668.892,359.406,1132.27,454.49,935.608,400.752,
5.41667,578.1,733.978,502.142,653.174,406.775,1060.59,480.857,911.3,500.671,669.974,509.481,668.241,354.577,1142.13,456.482,939.401,409.482,
5.43333,575.582,731.12,503.179,653.864,403.501,1069.96,487.713,919.328,496.745,665.557,510.282,667.649,349.042,1156.14,463.204,947.737,418.974,
5.45,573.336,728.633,503.863,654.289,400.359,1082.14,496.071,930.19,493.48,661.744,511.398,667.178,343.301,1173.28,473.815,959.797,428.456,
5.46667,571.404,726.399,504.353,654.532,397.467,1096.06,505.064,943.457,491.208,658.876,512.427,666.673,338.439,1192.05,487.247,973.961,437.424,
5.48333,569.946,724.661,504.794,655.028,395.164,1110.69,515.462,957.851,489.957,656.8,513.488,666.21,334.329,1210.93,502.793,989.874,445.663,
5.5,568.801,723.102,504.962,655.239,392.643,1124.95,526.317,972.016,489.923,655.895,514.58,666.066,331.246,1228.55,518.5,1005.59,452.9,
5.51667,567.687,721.577,505.062,655.617,390.487,1137.92,536.602,984.492,490.323,655.202,515.669,665.974,328.34,1243.86,533.28,1019.97,459.541,
5.53333,566.54,719.884,504.988,655.773,388.142,1148.87,545.594,994.42,490.428,654.219,516.767,666.158,325.269,1256.5,545.813,1031.48,465.31,
5.55,565.592,718.23,505.275,656.179,385.317,1157.27,553.068,1001.74,489.705,652.45,517.737,666.462,321.741,1266.21,555.081,1039.04,470.367,
5.56667,563.737,715.224,504.534,655.05,383.014,1162.82,558.364,1005.95,488.306,650.303,518.839,667.552,317.968,1272.75,559.898,1041.8,474.888,
5.58333,562.109,712.605,503.643,653.718,381.232,1165.45,560.633,1006.33,486.431,647.801,519.738,668.565,313.728,1275.94,560.84,1040.64,479.199,
5.6,560.151,709.362,502.881,652.197,379.615,1165.31,559.734,1003.57,484.243,645.19,520.469,669.873,310.099,1275.67,557.786,1035.77,483.657,
5.61667,558.38,706.247,502.317,650.662,378.139,1162.63,555.721,997.776,482.272,643.059,521.057,671.361,307.166,1272.35,551.048,1027.74,488.281,
5.63333,557.505,703.935,501.994,649.246,377.155,1157.58,548.69,989.675,480.895,641.744,521.485,672.889,305.653,1266.09,541.478,1017.63,493.303,
5.65,557.456,702.436,501.896,648.031,377.121,1150.43,539.452,979.595,479.709,640.781,521.766,674.29,304.745,1257.77,529.608,1005.78,498.791,
5.66667,558.137,701.496,501.938,646.979,377.584,1141.79,528.595,968.75,478.827,640.19,521.893,675.491,304.922,1247.77,516.461,993.074,504.791,
5.68333,559.597,701.4,502.057,646.196,378.683,1132.31,517.041,957.203,477.735,639.366,521.973,676.339,305.234,1237.38,503.052,980.439,511.318,
5.7,561.977,702.348,502.322,645.589,380.331,1122.8,506.298,946.406,477.095,639.059,522.074,676.982,305.776,1227.58,490.28,968.473,518.105,
5.71667,563.977,703.032,502.682,645.122,381.865,1113.86,496.743,936.342,475.175,637.32,522.193,677.266,305.2,1219.88,478.55,957.397,525.144,
5.73333,566.347,704.371,503.104,644.834,383.767,1106.29,490.336,928.607,473.035,635.145,522.369,677.275,304.227,1214.98,469.477,949.148,532.192,
5.75,568.151,705.231,503.626,644.576,384.921,1100.96,488.187,923.883,470.609,632.562,522.483,677.052,303.376,1213.35,463.161,943.511,538.886,
5.76667,569.943,706.616,504.232,644.456,385.966,1098.13,489.963,922.234,468.437,630.115,522.454,676.341,302.397,1215.2,460.225,941.069,544.655,
5.78333,571.253,708.025,504.867,644.442,386.437,1098.24,494.705,923.754,466.465,627.788,522.278,675.155,301.432,1220.39,459.96,941.738,549.124,
5.8,572.371,709.676,505.647,644.656,386.821,1101.08,503.286,928.888,465.778,626.748,522.518,674.268,300.448,1228.44,463.034,946.079,552.111,
5.81667,573.415,711.651,506.349,644.942,387.334,1106.26,515.074,937.48,465.856,626.408,522.825,673.254,299.434,1238.62,468.773,953.683,553.376,
5.83333,574.326,713.943,507.038,645.524,388.117,1113.42,529.304,948.58,466.89,626.992,523.125,672.008,298.432,1250.01,476.778,964.011,553.025,
5.85,575.195,716.483,507.54,646.068,389.427,1121.96,545.27,961.724,468.979,628.723,523.654,671.017,297.432,1262.24,486.335,976.401,551.032,
5.86667,576.053,719.406,508.048,646.963,390.766,1131.54,561.615,975.621,471.556,630.893,523.465,669.167,297.222,1274.41,497.066,989.666,547.317,
5.88333,576.203,721.725,508.181,647.75,392.219,1141.45,577.201,989.384,473.967,632.783,522.923,666.98,297.421,1286.02,508.591,1002.95,542.044,
5.9,576.234,723.875,508.069,648.395,393.985,1151.09,591.652,1002.77,476.426,634.771,522.145,664.871,298.349,1296.8,520.235,1015.57,535.632,
5.91667,576.354,726.113,507.675,649.02,395.848,1159.9,603.762,1014.94,478.385,636.144,521.204,662.773,299.61,1306.28,531.293,1026.95,528.293,
5.93333,576.592,728.272,506.992,649.51,397.943,1167.42,613.588,1025.58,479.766,636.888,520.238,660.982,301.3,1314.1,541.126,1036.7,520.455,
5.95,577.864,731.34,505.993,649.711,400.504,1173.03,620.79,1034.4,481.405,638.076,519.371,659.742,303.522,1319.96,549.273,1044.67,512.291,
5.96667,578.095,733.045,504.493,649.421,402.538,1176.71,624.762,1040.27,480.96,637.085,518.635,658.87,304.42,1323.86,554.161,1049.39,503.907,
5.98333,578.021,734.178,503.124,649.159,403.766,1178.39,625.805,1043.56,479.523,635.312,518.103,658.605,304.602,1325.6,556.464,1051.56,495.077,
6,576.597,733.601,501.663,648.536,403.727,1177.88,623.828,1043.78,476.558,632.18,517.735,658.917,304.027,1324.8,555.639,1050.57,485.682,
6.01667,574.938,732.852,500.867,648.523,402.521,1175.32,618.701,1040.51,472.843,628.624,517.554,659.613,302.422,1321.37,551.644,1046.23,475.771,
